0,0
1,0.168195584
2,0.142352095
3,0.110614147
4,0.086300176
5,0.068423827
6,0.055169186
7,0.045166132
8,0.037476416
9,0.031462913
10,0.026687376
11,0.022842751
12,0.019709746
13,0.017128857
14,0.014982089
15,0.013180795
16,0.011657434
17,0.010359881
18,0.009247439
19,0.008287992
20,0.007455949
21,0.006730734
22,0.006095664
23,0.005537113
24,0.005043872
25,0.004606655
26,0.004217728
27,0.00387061
28,0.003559839
29,0.003280794
30,0.00302954
31,0.002802719
32,0.002597445
33,0.002411236
34,0.002241944
35,0.002087704
36,0.001946895
37,0.001818099
38,0.001700074
39,0.001591729
40,0.001492102
41,0.001400345
42,0.001315705
43,0.001237514
44,0.001165178
45,0.001098166
46,0.001036005
47,0.000978271
48,0.000924582
49,0.000874597
50,0.000828006
51,0.000784531
52,0.000743922
53,0.000705949
54,0.000670407
55,0.000637108
56,0.00060588
57,0.00057657
58,0.000549035
59,0.000523145
60,0.000498782
61,0.000475837
62,0.000454212
63,0.000433814
64,0.000414561
65,0.000396374
66,0.000379183
67,0.000362922
68,0.000347531
69,0.000332953
70,0.000319137
71,0.000306036
72,0.000293604
73,0.000281801
74,0.000270589
75,0.000259931
76,0.000249796
77,0.000240151
78,0.00023097
79,0.000222225
80,0.000213891
81,0.000205945
82,0.000198366
83,0.000191133
84,0.000184227
85,0.000177631
86,0.000171327
87,0.000165301
88,0.000159537
89,0.000154023
90,0.000148744
91,0.00014369
92,0.000138848
93,0.000134208
94,0.00012976
95,0.000125494
96,0.000121402
97,0.000117475
98,0.000113704
99,0.000110084
100,0.000106606
